complaint_id,encounter_record_id,patient_visit_id,hospital_id,hospital_name,complaint_datetime,service_area,source,formal_complaint_flag,complaint_theme,complaint_text,sentiment,urgency,resolution_status,daily_average_wait_minutes,daily_critical_wait_share_pct,source_system,synthetic_flag
CMP0000744,EN001834,,KPJ_01,JCORP Specialist Hospital,2026-03-04 16:32:00,Emergency Department,Call Centre,True,Insufficient Staff,More staff were needed to manage the patient flow.,Negative,High,Resolved,45.21,24.12,Patient Experience System,True
CMP0000745,EN001834,VIS00247194,KPJ_01,JCORP Specialist Hospital,2026-03-04 09:38:00,Emergency Department,Call Centre,True,Long Waiting Time,I waited far too long before being attended to. The recorded wait was about 63 minutes.,Negative,High,Resolved,45.21,24.12,Patient Experience System,True
CMP0000746,EN001835,,KPJ_01,JCORP Specialist Hospital,2026-03-04 18:27:00,Outpatient Department,Google Review,False,Long Waiting Time,My appointment was delayed and no clear update was given.,Negative,High,Not Applicable,50.79,1.28,Patient Experience System,True
CMP0000747,EN001837,,KPJ_01,JCORP Specialist Hospital,2026-03-05 14:25:00,Emergency Department,Formal Complaint Form,True,Overcrowding,The department felt congested and uncomfortable.,Negative,Medium,Resolved,45.47,40.0,Patient Experience System,True
CMP0000748,EN001839,,KPJ_01,JCORP Specialist Hospital,2026-03-05 13:20:00,Inpatient Wards,Call Centre,True,Facility Condition,The waiting area was not comfortable.,Negative,Low,Open,0.0,0.0,Patient Experience System,True
CMP0000749,EN001838,VIS00247870,KPJ_01,JCORP Specialist Hospital,2026-03-05 09:27:00,Outpatient Department,Call Centre,True,Long Waiting Time,I waited far too long before being attended to. The recorded wait was about 51 minutes.,Negative,Medium,Resolved,50.23,0.95,Patient Experience System,True
CMP0000750,EN001841,VIS00248381,KPJ_01,JCORP Specialist Hospital,2026-03-06 20:34:00,Outpatient Department,Google Review,False,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 50 minutes.,Negative,Medium,Not Applicable,50.24,0.58,Patient Experience System,True
CMP0000751,EN001846,VIS00248898,KPJ_01,JCORP Specialist Hospital,2026-03-08 08:31:00,Emergency Department,Facebook,False,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 63 minutes.,Negative,Medium,Not Applicable,44.46,38.27,Patient Experience System,True
CMP0000752,EN001850,VIS00249412,KPJ_01,JCORP Specialist Hospital,2026-03-09 12:49:00,Outpatient Department,Patient Portal,True,Long Waiting Time,My appointment was delayed and no clear update was given. The recorded wait was about 50 minutes.,Negative,Medium,Open,50.71,0.68,Patient Experience System,True
CMP0000753,EN001852,VIS00249663,KPJ_01,JCORP Specialist Hospital,2026-03-10 18:33:00,Emergency Department,Facebook,False,Insufficient Staff,More staff were needed to manage the patient flow.,Negative,Medium,Not Applicable,51.95,57.83,Patient Experience System,True
CMP0000754,EN001854,,KPJ_01,JCORP Specialist Hospital,2026-03-10 21:03:00,Inpatient Wards,Formal Complaint Form,True,Poor Communication,No one updated us about the service delay.,Negative,High,Resolved,0.0,0.0,Patient Experience System,True
CMP0000755,EN001853,,KPJ_01,JCORP Specialist Hospital,2026-03-10 21:55:00,Outpatient Department,Google Review,False,Poor Communication,The delay was not explained clearly.,Negative,Low,Not Applicable,58.39,10.11,Patient Experience System,True
CMP0000756,EN001853,VIS00249873,KPJ_01,JCORP Specialist Hospital,2026-03-10 16:08:00,Outpatient Department,Patient Portal,True,Poor Communication,The instructions provided were confusing.,Negative,Medium,Resolved,58.39,10.11,Patient Experience System,True
CMP0000757,EN001856,,KPJ_01,JCORP Specialist Hospital,2026-03-11 17:44:00,Outpatient Department,Call Centre,True,Overcrowding,Patient flow appeared poorly managed.,Negative,High,Resolved,59.16,9.19,Patient Experience System,True
CMP0000758,EN001858,VIS00250793,KPJ_01,JCORP Specialist Hospital,2026-03-12 14:44:00,Emergency Department,Google Review,False,Insufficient Staff,There did not seem to be enough staff available.,Negative,Medium,Not Applicable,53.91,62.11,Patient Experience System,True
CMP0000759,EN001858,VIS00250785,KPJ_01,JCORP Specialist Hospital,2026-03-12 18:05:00,Emergency Department,Patient Portal,True,Poor Communication,I did not receive enough information about what was happening.,Negative,Medium,In Progress,53.91,62.11,Patient Experience System,True
CMP0000760,EN001858,VIS00250742,KPJ_01,JCORP Specialist Hospital,2026-03-12 18:47:00,Emergency Department,Patient Portal,True,Insufficient Staff,The counter was understaffed and service was slow.,Negative,Medium,Resolved,53.91,62.11,Patient Experience System,True
CMP0000761,EN001859,,KPJ_01,JCORP Specialist Hospital,2026-03-12 08:44:00,Outpatient Department,Patient Portal,True,Poor Communication,I did not receive enough information about what was happening.,Negative,Medium,Resolved,59.63,9.35,Patient Experience System,True
CMP0000762,EN001859,VIS00250890,KPJ_01,JCORP Specialist Hospital,2026-03-12 11:48:00,Outpatient Department,Google Review,False,Billing,The payment process took too long.,Neutral,Medium,Not Applicable,59.63,9.35,Patient Experience System,True
CMP0000763,EN001861,VIS00251183,KPJ_01,JCORP Specialist Hospital,2026-03-13 10:02:00,Emergency Department,Call Centre,True,Long Waiting Time,The waiting time was much longer than expected. The recorded wait was about 51 minutes.,Negative,Medium,Resolved,53.03,52.81,Patient Experience System,True
CMP0000764,EN001862,VIS00251433,KPJ_01,JCORP Specialist Hospital,2026-03-13 15:16:00,Outpatient Department,Call Centre,True,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 62 minutes.,Negative,Medium,Resolved,59.29,11.54,Patient Experience System,True
CMP0000765,EN001862,,KPJ_01,JCORP Specialist Hospital,2026-03-13 10:13:00,Outpatient Department,Formal Complaint Form,True,Insufficient Staff,There did not seem to be enough staff available.,Negative,High,Resolved,59.29,11.54,Patient Experience System,True
CMP0000766,EN001865,VIS00251987,KPJ_01,JCORP Specialist Hospital,2026-03-14 20:49:00,Outpatient Department,Facebook,False,Overcrowding,There were too many patients in the service area.,Negative,Medium,Not Applicable,58.73,5.83,Patient Experience System,True
CMP0000767,EN001867,,KPJ_01,JCORP Specialist Hospital,2026-03-15 16:26:00,Emergency Department,Facebook,False,Facility Condition,The facility condition could be improved.,Negative,Low,Not Applicable,55.04,54.4,Patient Experience System,True
CMP0000768,EN001867,VIS00252179,KPJ_01,JCORP Specialist Hospital,2026-03-15 20:18:00,Emergency Department,Facebook,False,Insufficient Staff,The counter was understaffed and service was slow.,Negative,Medium,Not Applicable,55.04,54.4,Patient Experience System,True
CMP0000769,EN001867,VIS00252128,KPJ_01,JCORP Specialist Hospital,2026-03-15 14:45:00,Emergency Department,Formal Complaint Form,True,Overcrowding,The waiting space was very crowded.,Negative,High,In Progress,55.04,54.4,Patient Experience System,True
CMP0000770,EN001868,VIS00252307,KPJ_01,JCORP Specialist Hospital,2026-03-15 13:52:00,Outpatient Department,Formal Complaint Form,True,Poor Communication,I did not receive enough information about what was happening.,Negative,Low,Resolved,59.2,6.5,Patient Experience System,True
CMP0000771,EN001870,VIS00252398,KPJ_01,JCORP Specialist Hospital,2026-03-16 14:58:00,Emergency Department,Google Review,False,Facility Condition,The environment did not feel well maintained.,Negative,Low,Not Applicable,54.9,56.32,Patient Experience System,True
CMP0000772,EN001872,,KPJ_01,JCORP Specialist Hospital,2026-03-16 16:16:00,Inpatient Wards,Google Review,False,Insufficient Staff,Only a few staff members were handling many patients.,Negative,Medium,Not Applicable,0.0,0.0,Patient Experience System,True
CMP0000773,EN001871,VIS00252703,KPJ_01,JCORP Specialist Hospital,2026-03-16 08:38:00,Outpatient Department,Formal Complaint Form,True,Insufficient Staff,The counter was understaffed and service was slow.,Negative,Medium,Resolved,59.5,10.49,Patient Experience System,True
CMP0000774,EN001871,,KPJ_01,JCORP Specialist Hospital,2026-03-16 20:50:00,Outpatient Department,Formal Complaint Form,True,Billing,There was confusion about the bill.,Negative,Low,Resolved,59.5,10.49,Patient Experience System,True
CMP0000775,EN001871,VIS00252684,KPJ_01,JCORP Specialist Hospital,2026-03-16 14:19:00,Outpatient Department,Facebook,False,Long Waiting Time,I arrived on time but still waited for a long period. The recorded wait was about 53 minutes.,Negative,High,Not Applicable,59.5,10.49,Patient Experience System,True
CMP0000776,EN001875,,KPJ_01,JCORP Specialist Hospital,2026-03-17 14:31:00,Inpatient Wards,Facebook,False,Long Waiting Time,I waited far too long before being attended to.,Negative,Medium,Not Applicable,0.0,0.0,Patient Experience System,True
CMP0000777,EN001874,VIS00253385,KPJ_01,JCORP Specialist Hospital,2026-03-17 16:22:00,Outpatient Department,Formal Complaint Form,True,Poor Communication,I did not receive enough information about what was happening.,Negative,High,In Progress,59.69,5.56,Patient Experience System,True
CMP0000778,EN001876,VIS00253466,KPJ_01,JCORP Specialist Hospital,2026-03-18 15:49:00,Emergency Department,Formal Complaint Form,True,Facility Condition,The waiting area was not comfortable.,Neutral,Low,Open,53.01,55.17,Patient Experience System,True
CMP0000779,EN001878,,KPJ_01,JCORP Specialist Hospital,2026-03-18 11:27:00,Inpatient Wards,Formal Complaint Form,True,Staff Attitude,The staff member was not very helpful.,Negative,Medium,Resolved,0.0,0.0,Patient Experience System,True
CMP0000780,EN001882,VIS00254637,KPJ_01,JCORP Specialist Hospital,2026-03-20 16:00:00,Emergency Department,Patient Portal,True,Poor Communication,No one updated us about the service delay.,Negative,Medium,Resolved,55.68,56.63,Patient Experience System,True
CMP0000781,EN001883,VIS00254896,KPJ_01,JCORP Specialist Hospital,2026-03-20 11:45:00,Outpatient Department,Google Review,False,Insufficient Staff,The department appeared short-staffed during a busy period.,Negative,Medium,Not Applicable,58.17,8.83,Patient Experience System,True
CMP0000782,EN001883,VIS00254784,KPJ_01,JCORP Specialist Hospital,2026-03-20 09:28:00,Outpatient Department,Google Review,False,Insufficient Staff,Only a few staff members were handling many patients.,Negative,High,Not Applicable,58.17,8.83,Patient Experience System,True
CMP0000783,EN001883,VIS00254809,KPJ_01,JCORP Specialist Hospital,2026-03-20 14:41:00,Outpatient Department,Formal Complaint Form,True,Insufficient Staff,There did not seem to be enough staff available.,Negative,Medium,Open,58.17,8.83,Patient Experience System,True
CMP0000784,EN001885,,KPJ_01,JCORP Specialist Hospital,2026-03-21 20:25:00,Emergency Department,Facebook,False,Long Waiting Time,The waiting time was much longer than expected.,Negative,Medium,Not Applicable,55.03,53.23,Patient Experience System,True
CMP0000785,EN001885,,KPJ_01,JCORP Specialist Hospital,2026-03-21 21:31:00,Emergency Department,Patient Portal,True,Insufficient Staff,The counter was understaffed and service was slow.,Negative,Medium,In Progress,55.03,53.23,Patient Experience System,True
CMP0000786,EN001885,,KPJ_01,JCORP Specialist Hospital,2026-03-21 18:17:00,Emergency Department,Formal Complaint Form,True,Staff Attitude,The response from staff felt unfriendly.,Negative,Medium,Resolved,55.03,53.23,Patient Experience System,True
CMP0000787,EN001888,VIS00255313,KPJ_01,JCORP Specialist Hospital,2026-03-22 17:18:00,Emergency Department,Formal Complaint Form,True,Poor Communication,Staff communication about the waiting process was unclear.,Negative,Medium,Open,56.99,60.64,Patient Experience System,True
CMP0000788,EN001890,,KPJ_01,JCORP Specialist Hospital,2026-03-22 11:15:00,Inpatient Wards,Formal Complaint Form,True,Insufficient Staff,The counter was understaffed and service was slow.,Negative,Medium,Resolved,0.0,0.0,Patient Experience System,True
CMP0000789,EN001889,VIS00255505,KPJ_01,JCORP Specialist Hospital,2026-03-22 13:48:00,Outpatient Department,Google Review,False,Long Waiting Time,The waiting time was much longer than expected. The recorded wait was about 66 minutes.,Negative,Medium,Not Applicable,60.47,12.39,Patient Experience System,True
CMP0000790,EN001889,VIS00255558,KPJ_01,JCORP Specialist Hospital,2026-03-22 19:02:00,Outpatient Department,Formal Complaint Form,True,Long Waiting Time,The waiting time was much longer than expected. The recorded wait was about 59 minutes.,Negative,Medium,Resolved,60.47,12.39,Patient Experience System,True
CMP0000791,EN001892,VIS00256040,KPJ_01,JCORP Specialist Hospital,2026-03-23 15:04:00,Outpatient Department,Patient Portal,True,Long Waiting Time,I arrived on time but still waited for a long period. The recorded wait was about 55 minutes.,Negative,Medium,Resolved,59.09,8.46,Patient Experience System,True
CMP0000792,EN001896,,KPJ_01,JCORP Specialist Hospital,2026-03-24 12:33:00,Inpatient Wards,Google Review,False,Overcrowding,Patient flow appeared poorly managed.,Negative,Medium,Not Applicable,0.0,0.0,Patient Experience System,True
CMP0000793,EN001895,VIS00256361,KPJ_01,JCORP Specialist Hospital,2026-03-24 09:13:00,Outpatient Department,Facebook,False,Long Waiting Time,The waiting time was much longer than expected. The recorded wait was about 58 minutes.,Negative,High,Not Applicable,58.61,9.06,Patient Experience System,True
CMP0000794,EN001899,,KPJ_01,JCORP Specialist Hospital,2026-03-25 14:39:00,Inpatient Wards,Facebook,False,Staff Attitude,I expected more courtesy during the visit.,Negative,Medium,Not Applicable,0.0,0.0,Patient Experience System,True
CMP0000795,EN001898,,KPJ_01,JCORP Specialist Hospital,2026-03-25 13:16:00,Outpatient Department,Facebook,False,Staff Attitude,The interaction with staff could have been more professional.,Negative,Medium,Not Applicable,58.91,8.36,Patient Experience System,True
CMP0000796,EN001898,VIS00256728,KPJ_01,JCORP Specialist Hospital,2026-03-25 18:51:00,Outpatient Department,Formal Complaint Form,True,Insufficient Staff,More staff were needed to manage the patient flow.,Negative,Medium,In Progress,58.91,8.36,Patient Experience System,True
CMP0000797,EN001900,,KPJ_01,JCORP Specialist Hospital,2026-03-26 15:59:00,Emergency Department,Google Review,False,Billing,The billing process was unclear.,Negative,Low,Not Applicable,55.29,55.62,Patient Experience System,True
CMP0000798,EN001902,,KPJ_01,JCORP Specialist Hospital,2026-03-26 08:19:00,Inpatient Wards,Facebook,False,Billing,There was confusion about the bill.,Negative,Medium,Not Applicable,0.0,0.0,Patient Experience System,True
CMP0000799,EN001906,VIS00258069,KPJ_01,JCORP Specialist Hospital,2026-03-28 20:08:00,Emergency Department,Call Centre,True,Long Waiting Time,I arrived on time but still waited for a long period. The recorded wait was about 64 minutes.,Negative,Medium,In Progress,55.02,52.91,Patient Experience System,True
CMP0000800,EN001906,VIS00258025,KPJ_01,JCORP Specialist Hospital,2026-03-28 08:03:00,Emergency Department,Facebook,False,Long Waiting Time,I arrived on time but still waited for a long period. The recorded wait was about 34 minutes.,Negative,High,Not Applicable,55.02,52.91,Patient Experience System,True
CMP0000801,EN001906,VIS00258008,KPJ_01,JCORP Specialist Hospital,2026-03-28 15:54:00,Emergency Department,Formal Complaint Form,True,Insufficient Staff,There did not seem to be enough staff available.,Negative,High,Resolved,55.02,52.91,Patient Experience System,True
CMP0000802,EN001912,,KPJ_01,JCORP Specialist Hospital,2026-03-30 12:28:00,Emergency Department,Facebook,False,Billing,There was confusion about the bill.,Negative,Low,Not Applicable,56.74,63.74,Patient Experience System,True
CMP0000803,EN001914,,KPJ_01,JCORP Specialist Hospital,2026-03-30 20:46:00,Inpatient Wards,Facebook,False,Overcrowding,The waiting area was overcrowded.,Negative,Medium,Not Applicable,0.0,0.0,Patient Experience System,True
CMP0000804,EN001913,VIS00258839,KPJ_01,JCORP Specialist Hospital,2026-03-30 21:15:00,Outpatient Department,Call Centre,True,Insufficient Staff,The department appeared short-staffed during a busy period.,Negative,Medium,In Progress,59.4,9.75,Patient Experience System,True
CMP0000805,EN001913,,KPJ_01,JCORP Specialist Hospital,2026-03-30 21:28:00,Outpatient Department,Formal Complaint Form,True,Staff Attitude,The service attitude did not meet expectations.,Negative,Low,Resolved,59.4,9.75,Patient Experience System,True
CMP0000806,EN001915,VIS00259257,KPJ_01,JCORP Specialist Hospital,2026-03-31 16:48:00,Emergency Department,Patient Portal,True,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 34 minutes.,Negative,Medium,Resolved,55.14,56.8,Patient Experience System,True
CMP0000807,EN001915,VIS00259193,KPJ_01,JCORP Specialist Hospital,2026-03-31 13:45:00,Emergency Department,Formal Complaint Form,True,Poor Communication,I did not receive enough information about what was happening.,Negative,Medium,Open,55.14,56.8,Patient Experience System,True
CMP0000808,EN001918,VIS00259691,KPJ_01,JCORP Specialist Hospital,2026-04-01 15:22:00,Emergency Department,Patient Portal,True,Insufficient Staff,The department appeared short-staffed during a busy period.,Negative,Medium,Resolved,58.2,62.09,Patient Experience System,True
CMP0000809,EN001919,VIS00259953,KPJ_01,JCORP Specialist Hospital,2026-04-01 12:07:00,Outpatient Department,Formal Complaint Form,True,Long Waiting Time,I arrived on time but still waited for a long period. The recorded wait was about 47 minutes.,Negative,High,Resolved,62.88,15.22,Patient Experience System,True
CMP0000810,EN001919,VIS00259983,KPJ_01,JCORP Specialist Hospital,2026-04-01 13:46:00,Outpatient Department,Facebook,False,Overcrowding,The waiting space was very crowded.,Negative,Medium,Not Applicable,62.88,15.22,Patient Experience System,True
CMP0000811,EN001921,VIS00260251,KPJ_01,JCORP Specialist Hospital,2026-04-02 18:43:00,Emergency Department,Google Review,False,Staff Attitude,The service attitude did not meet expectations.,Negative,Medium,Not Applicable,57.69,60.71,Patient Experience System,True
CMP0000812,EN001921,VIS00260090,KPJ_01,JCORP Specialist Hospital,2026-04-02 19:42:00,Emergency Department,Call Centre,True,Long Waiting Time,I arrived on time but still waited for a long period. The recorded wait was about 48 minutes.,Negative,Medium,In Progress,57.69,60.71,Patient Experience System,True
CMP0000813,EN001922,VIS00260311,KPJ_01,JCORP Specialist Hospital,2026-04-02 20:38:00,Outpatient Department,Facebook,False,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 60 minutes.,Negative,High,Not Applicable,62.08,21.49,Patient Experience System,True
CMP0000814,EN001924,VIS00260729,KPJ_01,JCORP Specialist Hospital,2026-04-03 09:31:00,Emergency Department,Facebook,False,Insufficient Staff,Only a few staff members were handling many patients.,Negative,Medium,Not Applicable,56.9,61.73,Patient Experience System,True
CMP0000815,EN001924,VIS00260672,KPJ_01,JCORP Specialist Hospital,2026-04-03 15:48:00,Emergency Department,Call Centre,True,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 28 minutes.,Negative,Medium,Resolved,56.9,61.73,Patient Experience System,True
CMP0000816,EN001924,VIS00260657,KPJ_01,JCORP Specialist Hospital,2026-04-03 14:21:00,Emergency Department,Google Review,False,Long Waiting Time,I arrived on time but still waited for a long period. The recorded wait was about 84 minutes.,Negative,Medium,Not Applicable,56.9,61.73,Patient Experience System,True
CMP0000817,EN001925,VIS00260824,KPJ_01,JCORP Specialist Hospital,2026-04-03 19:55:00,Outpatient Department,Call Centre,True,Staff Attitude,I expected more courtesy during the visit.,Negative,Medium,Resolved,63.05,16.29,Patient Experience System,True
CMP0000818,EN001929,,KPJ_01,JCORP Specialist Hospital,2026-04-04 12:10:00,Inpatient Wards,Formal Complaint Form,True,Insufficient Staff,Only a few staff members were handling many patients.,Negative,High,Open,0.0,0.0,Patient Experience System,True
CMP0000819,EN001928,VIS00261314,KPJ_01,JCORP Specialist Hospital,2026-04-04 13:57:00,Outpatient Department,Patient Portal,True,Insufficient Staff,The department appeared short-staffed during a busy period.,Negative,Medium,In Progress,62.23,15.38,Patient Experience System,True
CMP0000820,EN001928,VIS00261370,KPJ_01,JCORP Specialist Hospital,2026-04-04 20:37:00,Outpatient Department,Patient Portal,True,Overcrowding,The department felt congested and uncomfortable.,Negative,Medium,Resolved,62.23,15.38,Patient Experience System,True
CMP0000821,EN001937,VIS00262571,KPJ_01,JCORP Specialist Hospital,2026-04-07 08:13:00,Outpatient Department,Facebook,False,Overcrowding,There were too many patients in the service area.,Negative,Medium,Not Applicable,62.72,15.36,Patient Experience System,True
CMP0000822,EN001937,VIS00262541,KPJ_01,JCORP Specialist Hospital,2026-04-07 10:45:00,Outpatient Department,Formal Complaint Form,True,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 49 minutes.,Negative,Medium,Resolved,62.72,15.36,Patient Experience System,True
CMP0000823,EN001937,,KPJ_01,JCORP Specialist Hospital,2026-04-07 21:31:00,Outpatient Department,Formal Complaint Form,True,Overcrowding,The waiting area was overcrowded.,Negative,Medium,Resolved,62.72,15.36,Patient Experience System,True
CMP0000824,EN001939,VIS00262817,KPJ_01,JCORP Specialist Hospital,2026-04-08 16:03:00,Emergency Department,Formal Complaint Form,True,Poor Communication,The delay was not explained clearly.,Negative,Medium,Resolved,58.65,61.81,Patient Experience System,True
CMP0000825,EN001940,,KPJ_01,JCORP Specialist Hospital,2026-04-08 08:35:00,Outpatient Department,Facebook,False,Overcrowding,Patient flow appeared poorly managed.,Negative,High,Not Applicable,63.59,22.39,Patient Experience System,True
CMP0000826,EN001940,,KPJ_01,JCORP Specialist Hospital,2026-04-08 14:41:00,Outpatient Department,Formal Complaint Form,True,Long Waiting Time,I waited far too long before being attended to.,Negative,Medium,Resolved,63.59,22.39,Patient Experience System,True
CMP0000827,EN001943,VIS00263711,KPJ_01,JCORP Specialist Hospital,2026-04-09 16:51:00,Outpatient Department,Google Review,False,Poor Communication,I did not receive enough information about what was happening.,Negative,Medium,Not Applicable,62.16,20.0,Patient Experience System,True
CMP0000828,EN001945,VIS00263902,KPJ_01,JCORP Specialist Hospital,2026-04-10 12:59:00,Emergency Department,Formal Complaint Form,True,Insufficient Staff,The counter was understaffed and service was slow.,Negative,Medium,Resolved,60.46,60.14,Patient Experience System,True
CMP0000829,EN001948,VIS00264369,KPJ_01,JCORP Specialist Hospital,2026-04-11 15:45:00,Emergency Department,Call Centre,True,Overcrowding,The waiting area was overcrowded.,Negative,Medium,In Progress,48.04,44.51,Patient Experience System,True
CMP0000830,EN001951,VIS00264586,KPJ_01,JCORP Specialist Hospital,2026-04-12 16:24:00,Emergency Department,Formal Complaint Form,True,Long Waiting Time,I waited far too long before being attended to. The recorded wait was about 64 minutes.,Negative,Medium,Open,47.59,44.81,Patient Experience System,True
CMP0000831,EN001957,VIS00265383,KPJ_01,JCORP Specialist Hospital,2026-04-14 13:15:00,Emergency Department,Patient Portal,True,Long Waiting Time,I waited far too long before being attended to. The recorded wait was about 67 minutes.,Negative,Medium,Resolved,49.7,46.15,Patient Experience System,True
CMP0000832,EN001957,,KPJ_01,JCORP Specialist Hospital,2026-04-14 18:18:00,Emergency Department,Google Review,False,Insufficient Staff,More staff were needed to manage the patient flow.,Negative,Medium,Not Applicable,49.7,46.15,Patient Experience System,True
CMP0000833,EN001957,VIS00265275,KPJ_01,JCORP Specialist Hospital,2026-04-14 21:14:00,Emergency Department,Google Review,False,Staff Attitude,The staff member was not very helpful.,Negative,Medium,Not Applicable,49.7,46.15,Patient Experience System,True
CMP0000834,EN001958,VIS00265677,KPJ_01,JCORP Specialist Hospital,2026-04-14 21:35:00,Outpatient Department,Patient Portal,True,Staff Attitude,The service attitude did not meet expectations.,Negative,Medium,Resolved,53.38,3.12,Patient Experience System,True
CMP0000835,EN001960,VIS00265810,KPJ_01,JCORP Specialist Hospital,2026-04-15 20:10:00,Emergency Department,Facebook,False,Insufficient Staff,Only a few staff members were handling many patients.,Negative,High,Not Applicable,50.61,44.83,Patient Experience System,True
CMP0000836,EN001960,VIS00265819,KPJ_01,JCORP Specialist Hospital,2026-04-15 08:56:00,Emergency Department,Call Centre,True,Long Waiting Time,I arrived on time but still waited for a long period. The recorded wait was about 62 minutes.,Negative,High,Resolved,50.61,44.83,Patient Experience System,True
CMP0000837,EN001961,VIS00265990,KPJ_01,JCORP Specialist Hospital,2026-04-15 17:21:00,Outpatient Department,Google Review,False,Poor Communication,The instructions provided were confusing.,Negative,Medium,Not Applicable,53.89,3.26,Patient Experience System,True
CMP0000838,EN001964,VIS00266353,KPJ_01,JCORP Specialist Hospital,2026-04-16 19:25:00,Outpatient Department,Patient Portal,True,Long Waiting Time,My appointment was delayed and no clear update was given. The recorded wait was about 37 minutes.,Negative,High,Resolved,53.29,3.52,Patient Experience System,True
CMP0000839,EN001968,,KPJ_01,JCORP Specialist Hospital,2026-04-17 19:11:00,Inpatient Wards,Formal Complaint Form,True,Overcrowding,There were too many patients in the service area.,Negative,Medium,Resolved,0.0,0.0,Patient Experience System,True
CMP0000840,EN001969,VIS00267141,KPJ_01,JCORP Specialist Hospital,2026-04-18 14:18:00,Emergency Department,Google Review,False,Long Waiting Time,My appointment was delayed and no clear update was given. The recorded wait was about 49 minutes.,Negative,Medium,Not Applicable,48.44,44.94,Patient Experience System,True
CMP0000841,EN001972,,KPJ_01,JCORP Specialist Hospital,2026-04-19 19:58:00,Emergency Department,Patient Portal,True,Staff Attitude,The service attitude did not meet expectations.,Negative,Low,Resolved,49.58,35.43,Patient Experience System,True
CMP0000842,EN001972,VIS00267382,KPJ_01,JCORP Specialist Hospital,2026-04-19 10:42:00,Emergency Department,Facebook,False,Overcrowding,The waiting area was overcrowded.,Negative,Medium,Not Applicable,49.58,35.43,Patient Experience System,True
CMP0000843,EN001972,,KPJ_01,JCORP Specialist Hospital,2026-04-19 10:00:00,Emergency Department,Patient Portal,True,Overcrowding,The department felt congested and uncomfortable.,Negative,Medium,Resolved,49.58,35.43,Patient Experience System,True
CMP0000844,EN001972,VIS00267408,KPJ_01,JCORP Specialist Hospital,2026-04-19 11:23:00,Emergency Department,Facebook,False,Poor Communication,The instructions provided were confusing.,Negative,Medium,Not Applicable,49.58,35.43,Patient Experience System,True
CMP0000845,EN001973,VIS00267555,KPJ_01,JCORP Specialist Hospital,2026-04-19 13:47:00,Outpatient Department,Formal Complaint Form,True,Overcrowding,There were too many patients in the service area.,Negative,Medium,Resolved,53.98,1.79,Patient Experience System,True
CMP0000846,EN001977,,KPJ_01,JCORP Specialist Hospital,2026-04-20 10:04:00,Inpatient Wards,Patient Portal,True,Poor Communication,I did not receive enough information about what was happening.,Negative,Medium,Resolved,0.0,0.0,Patient Experience System,True
CMP0000847,EN001976,VIS00267768,KPJ_01,JCORP Specialist Hospital,2026-04-20 18:18:00,Outpatient Department,Google Review,False,Staff Attitude,I expected more courtesy during the visit.,Negative,High,Not Applicable,52.94,2.58,Patient Experience System,True
CMP0000848,EN001979,,KPJ_01,JCORP Specialist Hospital,2026-04-21 08:36:00,Outpatient Department,Patient Portal,True,Staff Attitude,The staff member was not very helpful.,Negative,High,Resolved,53.68,2.45,Patient Experience System,True
CMP0000849,EN001982,VIS00268869,KPJ_01,JCORP Specialist Hospital,2026-04-22 10:13:00,Outpatient Department,Formal Complaint Form,True,Insufficient Staff,The department appeared short-staffed during a busy period.,Negative,High,Resolved,53.6,2.61,Patient Experience System,True
CMP0000850,EN001987,VIS00269511,KPJ_01,JCORP Specialist Hospital,2026-04-24 12:57:00,Emergency Department,Facebook,False,Staff Attitude,The service attitude did not meet expectations.,Negative,Medium,Not Applicable,49.88,43.04,Patient Experience System,True
CMP0000851,EN001989,,KPJ_01,JCORP Specialist Hospital,2026-04-24 21:56:00,Inpatient Wards,Patient Portal,True,Poor Communication,Staff communication about the waiting process was unclear.,Negative,Medium,Open,0.0,0.0,Patient Experience System,True
CMP0000852,EN001990,VIS00270052,KPJ_01,JCORP Specialist Hospital,2026-04-25 15:51:00,Emergency Department,Facebook,False,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 43 minutes.,Negative,Medium,Not Applicable,50.06,38.04,Patient Experience System,True
CMP0000853,EN001997,,KPJ_01,JCORP Specialist Hospital,2026-04-27 13:13:00,Outpatient Department,Facebook,False,Staff Attitude,The interaction with staff could have been more professional.,Negative,Medium,Not Applicable,53.63,1.81,Patient Experience System,True
CMP0000854,EN001997,VIS00270773,KPJ_01,JCORP Specialist Hospital,2026-04-27 14:55:00,Outpatient Department,Call Centre,True,Facility Condition,The environment did not feel well maintained.,Negative,Medium,In Progress,53.63,1.81,Patient Experience System,True
CMP0000855,EN002000,VIS00271314,KPJ_01,JCORP Specialist Hospital,2026-04-28 13:41:00,Outpatient Department,Patient Portal,True,Overcrowding,The waiting space was very crowded.,Negative,Medium,Resolved,54.07,0.86,Patient Experience System,True
